Tract_Name,County,Municipality,Median_RE_Taxes,Data_Vintage, 
Sussex County Census Tract 3745,Sussex,Hopatcong Borough,7256,2017-2021 American Community Survey 5-Year Estimates, 
Sussex County Census Tract 3743,Sussex,Byram Township,9055,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 213,Bergen,Garfield City,8732,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 463,Bergen,Ridgefield Park Village,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 425,Bergen,Paramus Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 424,Bergen,Paramus Borough,9080,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 538.05,Somerset,Hillsborough Township,9947,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 510,Somerset,Bridgewater Township,7196,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 537.03,Somerset,Hillsborough Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 529.01,Somerset,Far Hills Borough,9359,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 509.03,Somerset,Bridgewater Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 520.02,Somerset,North Plainfield Borough,7789,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 522.01,Somerset,Warren Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 503,Somerset,Somerville Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 509.02,Somerset,Bridgewater Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 521,Somerset,Green Brook Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 508.02,Somerset,Bridgewater Township,9538,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 536.02,Somerset,Branchburg Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 526.03,Somerset,Bernards Township,8700,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 571.01,Bergen,Wallington Borough,9312,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 571.02,Bergen,Wallington Borough,9200,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 572,Bergen,Wallington Borough,8219,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 581,Bergen,Washington Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 582,Bergen,Washington Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 592,Bergen,Westwood Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 538.04,Somerset,Hillsborough Township,6702,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 539.01,Somerset,Rocky Hill Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hunterdon County Census Tract 108.01,Hunterdon,Clinton Town,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hunterdon County Census Tract 109,Hunterdon,High Bridge Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hunterdon County Census Tract 112.02,Hunterdon,Readington Township,9733,2017-2021 American Community Survey 5-Year Estimates, 
Hunterdon County Census Tract 113.03,Hunterdon,Raritan Township,7378,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 442.01,Bergen,Ramsey Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 516,Somerset,Manville Borough,6894,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 518,Somerset,North Plainfield Borough,9685,2017-2021 American Community Survey 5-Year Estimates, 
Hunterdon County Census Tract 114,Hunterdon,Flemington Borough,9165,2017-2021 American Community Survey 5-Year Estimates, 
Hunterdon County Census Tract 117,Hunterdon,East Amwell Township,9482,2017-2021 American Community Survey 5-Year Estimates, 
Hunterdon County Census Tract 119,Hunterdon,Lambertville City,8796,2017-2021 American Community Survey 5-Year Estimates, 
Hunterdon County Census Tract 106,Hunterdon,Alexandria Township/Milford Borough,9776,2017-2021 American Community Survey 5-Year Estimates, 
Hunterdon County Census Tract 111,Hunterdon,Readington Township,9787,2017-2021 American Community Survey 5-Year Estimates, 
Hunterdon County Census Tract 115,Hunterdon,Kingwood Township/Frenchtown Borough,9806,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 17,Essex,Newark City,6844,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 18,Essex,Newark City,5174,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 19,Essex,Newark City,5263,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 24,Essex,Newark City,5574,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 31,Essex,Newark City,1907,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 35,Essex,Newark City,7864,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 38,Essex,Newark City,4043,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 42,Essex,Newark City,5729,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 44,Essex,Newark City,4760,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 45,Essex,Newark City,5522,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 46,Essex,Newark City,6348,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 47,Essex,Newark City,6264,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 49,Essex,Newark City,8491,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 50,Essex,Newark City,7578,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 53,Essex,Newark City,6263,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 519,Somerset,North Plainfield Borough,9115,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 520.01,Somerset,North Plainfield Borough,8939,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 523,Somerset,Watchung Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 531.02,Somerset,Franklin Township,7762,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 531.03,Somerset,Franklin Township,8641,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 54,Essex,Newark City,6531,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 57,Essex,Newark City,9825,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 64,Essex,Newark City,5931,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 67,Essex,Newark City,,2017-2021 American Community Survey 5-Year Estimates,No Real Estate Tax Data
Essex County Census Tract 68,Essex,Newark City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 70,Essex,Newark City,6822,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 71,Essex,Newark City,9463,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 74,Essex,Newark City,8326,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7133,Ocean,Brick Township,2870,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7135,Ocean,Brick Township,6823,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 531.05,Somerset,Franklin Township,7009,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 532,Somerset,Franklin Township,6398,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 533,Somerset,Franklin Township,6326,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7136,Ocean,Brick Township,6470,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7139,Ocean,Brick Township,5811,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 537.04,Somerset,Hillsborough Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 75.02,Essex,Newark City,7950,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 79,Essex,Newark City,7240,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 80,Essex,Newark City,7355,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 88,Essex,Newark City,6434,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 90,Essex,Newark City,,2017-2021 American Community Survey 5-Year Estimates,No Real Estate Tax Data
Essex County Census Tract 91,Essex,Newark City,8218,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 97,Essex,Newark City,6221,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 56.02,Middlesex,New Brunswick City,5974,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 99,Essex,East Orange City,9047,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 100,Essex,East Orange City,9938,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7156,Ocean,Lakewood Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7171.02,Ocean,Jackson Township,7045,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7175.01,Ocean,Jackson Township,5825,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 8,Essex,Newark City,6174,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 14,Essex,Newark City,6805,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 1,Mercer,Trenton City,4201,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7221,Ocean,Toms River Township,7100,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 101,Essex,East Orange City,8942,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 105,Essex,East Orange City,6914,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 114,Essex,East Orange City,9488,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 115,Essex,East Orange City,8036,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 116,Essex,East Orange City,7233,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 117,Essex,East Orange City,7372,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 119,Essex,Irvington Township,7206,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 120,Essex,Irvington Township,8651,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 123,Essex,Irvington Township,8427,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 124,Essex,Irvington Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 126,Essex,Irvington Township,8138,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 127,Essex,Irvington Township,7975,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 130,Essex,Irvington Township,,2017-2021 American Community Survey 5-Year Estimates,No Real Estate Tax Data
Essex County Census Tract 131,Essex,Irvington Township,8870,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 112,Hudson,Bayonne City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 189,Hudson,Hoboken City,9759,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 186,Hudson,Hoboken City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 113,Hudson,Bayonne City,8511,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 114,Hudson,Bayonne City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 58.02,Hudson,Jersey City,9705,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 133,Essex,Irvington Township,8076,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 145,Essex,Belleville Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 146,Essex,Belleville Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 147,Essex,Belleville Township,9468,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 148,Essex,Bloomfield Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 149,Essex,Bloomfield Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 150,Essex,Bloomfield Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 151,Essex,Bloomfield Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 2,Mercer,Trenton City,5489,2017-2021 American Community Survey 5-Year Estimates, 
